municipio;Total;Branca;Preta;Amarela;Parda;Indígena;n_declarado
Cajari (MA);8829;1382;529;47;6870;1;-
Campestre do Maranhão (MA);6550;1575;272;34;4649;20;-
Cândido Mendes (MA);8815;1669;701;96;6346;3;-
Cantanhede (MA);10194;1337;551;28;8275;3;-
Capinzal do Norte (MA);5353;1077;424;51;3801;-;-
Carolina (MA);11674;3042;836;262;7512;22;-
Carutapera (MA);10668;1891;312;76;8333;56;-
Caxias (MA);80047;15197;9945;1622;53160;123;-
Cedral (MA);4902;935;259;9;3694;5;-
Central do Maranhão (MA);3800;408;1142;23;2227;-;-
Centro do Guilherme (MA);5924;1317;607;161;3838;1;-
Centro Novo do Maranhão (MA);8291;1540;560;96;5969;126;-
Chapadinha (MA);37107;9420;1965;469;25238;15;-
Cidelândia (MA);6670;1470;491;78;4626;5;-
Codó (MA);60635;8885;7540;710;43443;57;-
Coelho Neto (MA);23748;3781;2306;644;17007;10;-
Colinas (MA);19737;4329;2367;455;12556;30;-
Conceição do Lago-Açu (MA);6955;1583;721;74;4574;3;-
Coroatá (MA);31063;7110;2680;226;21040;7;-
Cururupu (MA);16053;2198;3034;266;10537;18;-
Davinópolis (MA);6308;1400;488;53;4360;7;-
Dom Pedro (MA);11731;3021;672;121;7914;3;-
Duque Bacelar (MA);5266;703;236;14;4313;-;-
Esperantinópolis (MA);9377;2403;402;54;6516;2;-
Estreito (MA);16818;4484;775;168;11367;24;-
Feira Nova do Maranhão (MA);3860;619;132;50;3059;-;-
Fernando Falcão (MA);4402;905;157;28;2114;1198;-
Formosa da Serra Negra (MA);8433;2226;555;96;5550;6;-
Fortaleza dos Nogueiras (MA);5674;1350;550;137;3637;-;-
Fortuna (MA);7486;1767;626;102;4991;-;-
Godofredo Viana (MA);5069;963;517;61;3526;2;-
Gonçalves Dias (MA);8805;2164;788;281;5572;-;-
Governador Archer (MA);5139;853;307;76;3903;-;-
Governador Edison Lobão (MA);7743;1868;346;73;5450;6;-
Governador Eugênio Barros (MA);7931;1414;897;97;5521;2;-
Governador Luiz Rocha (MA);3587;605;214;61;2705;2;-
Governador Newton Bello (MA);5906;789;356;67;4693;-;1
Governador Nunes Freire (MA);12538;1978;843;79;9628;10;-
Graça Aranha (MA);3109;659;248;78;2124;-;-
Grajaú (MA);30397;7651;1976;353;18326;2091;-
Guimarães (MA);5941;860;630;58;4392;1;-
Humberto de Campos (MA);12505;1803;657;180;9857;8;-
Icatu (MA);12053;1086;999;75;9892;1;-
Igarapé do Meio (MA);6202;1083;933;162;4021;3;-
Igarapé Grande (MA);5615;1561;470;73;3510;1;-
Imperatriz (MA);128278;40206;9370;1813;76603;286;-
Itaipava do Grajaú (MA);6909;1351;246;87;4754;471;-
Itapecuru Mirim (MA);31085;5768;2708;89;22506;14;-
Itinga do Maranhão (MA);12275;3070;983;240;7969;13;-
Jatobá (MA);4223;852;239;106;3019;7;-
Jenipapo dos Vieiras (MA);7464;1025;216;58;3430;2735;-
João Lisboa (MA);10404;2673;934;181;6603;13;-
Joselândia (MA);7618;1598;411;85;5517;7;-
Junco do Maranhão (MA);2013;406;75;23;1509;-;-
Lago da Pedra (MA);23118;5154;1549;442;15969;4;-
Lago do Junco (MA);5314;1287;444;169;3409;5;-
Lago Verde (MA);7683;1731;358;44;5550;-;-
Lagoa do Mato (MA);5325;1185;320;8;3809;3;-
Lago dos Rodrigues (MA);3928;1062;199;38;2629;-;-
Lagoa Grande do Maranhão (MA);4973;947;344;25;3656;1;-
Lajeado Novo (MA);3299;871;212;28;2146;42;-
Lima Campos (MA);5808;1545;979;147;3129;8;-
Loreto (MA);5520;1039;256;76;4146;3;-
Luís Domingues (MA);3111;579;182;14;2336;-;-
Magalhães de Almeida (MA);8608;2187;184;69;6168;-;-
Maracaçumé (MA);9562;1840;497;31;7193;1;-
Marajá do Sena (MA);3661;595;339;86;2641;-;-
Maranhãozinho (MA);6897;1256;492;116;4613;420;-
Mata Roma (MA);7559;1001;457;17;6084;-;-
Matinha (MA);10858;1781;968;99;8007;3;-
Matões (MA);15432;2237;1397;384;11409;4;1
Matões do Norte (MA);6553;976;518;46;5011;2;-
Milagres do Maranhão (MA);3922;956;115;71;2777;3;-
Mirador (MA);9996;2606;561;86;6735;8;-
Miranda do Norte (MA);12618;3713;710;23;8172;-;-
Mirinzal (MA);6931;693;859;39;5338;2;-
Monção (MA);15547;2075;2569;219;10667;17;-
Montes Altos (MA);4509;1193;225;82;2586;423;-
Morros (MA);8631;1284;402;63;6880;2;-
Nina Rodrigues (MA);6128;1167;1035;48;3876;2;-
Nova Colinas (MA);2285;407;156;73;1649;-;-
Nova Iorque (MA);2259;497;248;19;1495;-;-
Nova Olinda do Maranhão (MA);9553;1777;972;89;6643;72;-
Olho d'Água das Cunhãs (MA);9416;2781;746;197;5687;5;-
Olinda Nova do Maranhão (MA);6376;995;730;34;4612;5;-
Paço do Lumiar (MA);54211;13846;5421;479;34419;46;-
Palmeirândia (MA);9376;1400;1255;60;6660;1;-
Paraibano (MA);10225;2785;880;274;6264;22;-
Parnarama (MA);17062;2479;1386;277;12918;2;-
Passagem Franca (MA);8869;2079;748;80;5959;3;-
Pastos Bons (MA);8888;2554;529;164;5634;7;-
Paulino Neves (MA);7017;1646;211;28;5132;-;-
Paulo Ramos (MA);9951;2031;762;199;6958;1;-
Pedreiras (MA);20588;5391;2096;411;12656;34;-
Pedro do Rosário (MA);10896;1102;1561;130;8096;7;-
Penalva (MA);16864;1960;2464;142;12295;3;-
Peri Mirim (MA);6814;2284;775;32;3722;1;-
Peritoró (MA);10632;1839;1044;120;7627;2;-
Pindaré-Mirim (MA);15909;3148;1846;205;10670;40;-
Pinheiro (MA);40083;9952;4302;352;25425;52;-
Pio XII (MA);11012;2833;723;231;7214;11;-
Pirapemas (MA);8715;1311;753;79;6567;5;-
Poção de Pedras (MA);9789;2491;281;123;6893;1;-
Porto Franco (MA);10682;3043;481;132;6998;28;-
Porto Rico do Maranhão (MA);2836;491;357;10;1977;1;-
Presidente Dutra (MA);22765;6996;1610;346;13771;42;-
Presidente Juscelino (MA);5537;467;422;40;4604;4;-
Presidente Médici (MA);3080;499;277;42;2253;9;-
Presidente Sarney (MA);8272;1342;430;23;6475;2;-
Presidente Vargas (MA);5257;785;330;24;4118;-;-
Primeira Cruz (MA);6544;1496;128;34;4886;-;-
Raposa (MA);13206;3426;838;120;8813;9;-
Riachão (MA);9819;1674;825;200;7111;9;-
Ribamar Fiquene (MA);3547;960;127;51;2405;4;-
Rosário (MA);19918;3372;1329;60;15146;11;-
Sambaíba (MA);2593;277;52;56;2208;-;-
Santa Filomena do Maranhão (MA);3391;973;118;43;2257;-;-
Santa Helena (MA);19685;5432;2509;133;11605;6;-
Santa Inês (MA);40395;10163;4105;703;25361;63;-
Santa Luzia (MA);36344;6999;3063;464;25765;53;-
Santa Luzia do Paruá (MA);11267;2600;624;111;7927;5;-
Santa Quitéria do Maranhão (MA);14455;2940;643;92;10780;-;-
Santa Rita (MA);16040;3270;1273;52;11435;6;4
Santana do Maranhão (MA);5633;983;132;19;4497;2;-
Santo Amaro do Maranhão (MA);6506;1393;147;25;4941;-;-
Santo Antônio dos Lopes (MA);7098;1397;308;47;5344;2;-
São Benedito do Rio Preto (MA);8759;1866;181;18;6694;-;-
São Bento (MA);20792;4163;4582;235;11805;7;-
São Bernardo (MA);13120;1908;363;63;10777;9;-
São Domingos do Azeitão (MA);3417;902;334;63;2116;2;-
São Domingos do Maranhão (MA);16703;4226;981;174;11306;16;-
São Félix de Balsas (MA);2248;521;125;50;1552;-;-
São Francisco do Brejão (MA);4993;1166;280;38;3506;3;-
São Francisco do Maranhão (MA);5994;1060;805;274;3847;8;-
São João Batista (MA);9789;2458;875;38;6418;-;-
São João do Carú (MA);5970;1214;542;33;4157;24;-
São João do Paraíso (MA);5037;1519;243;83;3191;1;-
São João do Soter (MA);8422;1271;902;162;6086;1;-
São João dos Patos (MA);12718;4151;1320;180;7044;23;-
São José de Ribamar (MA);84362;20396;7883;988;55002;93;-
São José dos Basílios (MA);3739;650;308;189;2591;1;-
São Luís (MA);539842;161094;67868;6539;303330;1008;3
São Luís Gonzaga do Maranhão (MA);9992;2180;1233;180;6399;-;-
São Mateus do Maranhão (MA);19862;4227;1701;158;13770;6;-
São Pedro da Água Branca (MA);5913;1085;266;72;4480;10;-
São Pedro dos Crentes (MA);2070;513;68;12;1477;-;-
São Raimundo das Mangabeiras (MA);8590;1899;632;89;5968;2;-
São Raimundo do Doca Bezerra (MA);2904;580;63;28;2233;-;-
São Roberto (MA);2866;676;96;14;2080;-;-
São Vicente Ferrer (MA);10283;1662;883;78;7660;-;-
Satubinha (MA);5820;1126;454;57;4183;-;-
Senador Alexandre Costa (MA);5134;636;528;102;3864;4;-
Senador La Rocque (MA);8938;2044;462;71;6343;18;-
Serrano do Maranhão (MA);5089;236;1900;54;2897;2;-
Sítio Novo (MA);8060;2229;278;96;5453;4;-
Sucupira do Norte (MA);5107;1293;467;198;3141;8;-
Sucupira do Riachão (MA);2241;406;216;4;1614;1;-
Tasso Fragoso (MA);3823;606;77;20;3120;-;-
Timbiras (MA);13905;2339;1717;94;9754;1;-
Timon (MA);79899;13411;8320;1822;56242;104;-
Trizidela do Vale (MA);9812;2436;710;139;6524;3;-
Tufilândia (MA);2739;435;179;46;2077;2;-
Tuntum (MA);19191;5449;1179;225;12326;12;-
Turiaçu (MA);16307;2424;1307;84;12484;8;-
Turilândia (MA);11365;2154;1590;291;7329;1;-
Tutóia (MA);26108;6111;674;191;19122;10;-
Urbano Santos (MA);12201;1927;347;95;9832;-;-
Vargem Grande (MA);24793;3865;1634;96;19191;7;-
Viana (MA);24784;5364;2467;198;16735;17;3
Vila Nova dos Martírios (MA);5320;1279;387;21;3620;13;-
Vitória do Mearim (MA);15653;4744;1030;69;9798;12;-
Vitorino Freire (MA);15937;3670;750;124;11385;8;-
Zé Doca (MA);25275;5240;2253;229;17519;34;-
Acauã (PI);3290;2356;255;35;644;-;-
Agricolândia (PI);2643;390;237;99;1911;6;-
Água Branca (PI);8647;1915;586;212;5934;-;-
Alagoinha do Piauí (PI);3658;1972;262;29;1395;-;-
Alegrete do Piauí (PI);2597;1030;73;67;1426;1;-
Alto Longá (PI);6688;1460;378;92;4758;-;-
Altos (PI);19706;3037;1197;229;15238;5;-
Alvorada do Gurguéia (PI);2402;454;270;60;1617;1;-
Amarante (PI);8818;1119;2057;52;5588;2;-
Angical do Piauí (PI);3437;591;358;135;2351;2;-
Anísio de Abreu (PI);4456;1163;170;38;3085;-;-
Antônio Almeida (PI);1481;167;213;157;944;-;-
Aroazes (PI);2916;564;386;27;1939;-;-
Aroeiras do Itaim (PI);1167;308;140;18;701;-;-
Arraial (PI);2372;217;430;139;1585;1;-
Assunção do Piauí (PI);3678;1013;271;107;2286;1;-
Avelino Lopes (PI);5486;1381;237;88;3780;-;-
Baixa Grande do Ribeiro (PI);5048;1062;195;119;3672;-;-
Barra D'Alcântara (PI);2031;417;109;17;1488;-;-
Barras (PI);22284;3336;1547;242;17155;4;-
Barreiras do Piauí (PI);1544;323;200;7;1014;-;-
Barro Duro (PI);3377;561;313;155;2348;-;-
Batalha (PI);12726;1865;496;232;10132;1;-
Bela Vista do Piauí (PI);1842;1292;134;28;388;-;-
Belém do Piauí (PI);1602;494;24;38;1046;-;-
Beneditinos (PI);4897;854;282;70;3691;-;-
Bertolínia (PI);2640;506;275;59;1795;5;-
Betânia do Piauí (PI);2902;968;187;222;1525;-;-
Boa Hora (PI);3092;558;102;4;2427;1;-
Bocaina (PI);2220;942;104;17;1157;-;-
Bom Jesus (PI);11326;2457;1115;303;7416;35;-
Bom Princípio do Piauí (PI);2557;844;39;11;1663;-;-
Bonfim do Piauí (PI);2700;761;197;131;1611;-;-
Boqueirão do Piauí (PI);3114;341;169;-;2603;1;-
Brasileira (PI);3891;898;317;48;2628;-;-
Brejo do Piauí (PI);1906;335;32;40;1499;-;-
Buriti dos Lopes (PI);9452;2262;676;160;6352;2;-
Buriti dos Montes (PI);3829;706;65;18;3040;-;-
Cabeceiras do Piauí (PI);4834;607;426;45;3755;1;-
Cajazeiras do Piauí (PI);1645;102;238;87;1218;-;-
Cajueiro da Praia (PI);3421;972;191;32;2226;-;-
Caldeirão Grande do Piauí (PI);2826;861;102;69;1794;-;-
Campinas do Piauí (PI);2698;355;408;17;1918;-;-
Campo Alegre do Fidalgo (PI);2289;740;136;37;1376;-;-
Campo Grande do Piauí (PI);2753;609;250;44;1849;1;-
Campo Largo do Piauí (PI);3337;370;259;66;2641;1;-
Campo Maior (PI);23396;4052;1059;205;18079;1;-
Canavieira (PI);1892;231;80;140;1441;-;-
Canto do Buriti (PI);10066;2578;634;258;6593;3;-
Capitão de Campos (PI);5515;1026;230;45;4214;-;-
Capitão Gervásio Oliveira (PI);1879;588;338;-;953;-;-
Caracol (PI);5010;1251;539;208;3011;1;-
Caraúbas do Piauí (PI);2688;650;77;3;1958;-;-
Caridade do Piauí (PI);2326;495;95;43;1692;1;-
Castelo do Piauí (PI);9354;2094;950;341;5967;2;-
Caxingó (PI);2383;590;269;59;1465;-;-
Cocal (PI);12871;4428;212;66;8165;-;-
Cocal de Telha (PI);2318;363;165;17;1772;1;-
Cocal dos Alves (PI);2775;1116;31;7;1621;-;-
Coivaras (PI);1841;288;88;35;1430;-;-
Colônia do Gurguéia (PI);3073;705;348;34;1967;19;-
Colônia do Piauí (PI);3732;497;752;65;2402;16;-
Conceição do Canindé (PI);2228;613;112;71;1432;-;-
Coronel José Dias (PI);2163;535;95;11;1522;-;-
Corrente (PI);12563;2444;1941;577;7592;9;-
Cristalândia do Piauí (PI);3744;706;429;93;2516;-;-
Cristino Castro (PI);4945;1063;489;9;3382;2;-
Curimatá (PI);5306;873;337;72;4018;6;-
Currais (PI);2231;347;160;41;1682;1;-
Curralinhos (PI);2039;221;241;22;1553;2;-
Curral Novo do Piauí (PI);2338;569;94;287;1388;-;-
Demerval Lobão (PI);6801;1324;655;53;4769;-;-
Dirceu Arcoverde (PI);3272;968;110;1;2193;-;-
Dom Expedito Lopes (PI);3348;1274;115;34;1922;3;-
Domingos Mourão (PI);2108;714;239;42;1113;-;-
Dom Inocêncio (PI);4512;1779;260;59;2414;-;-
Elesbão Veloso (PI);7364;1517;657;226;4964;-;-
Eliseu Martins (PI);2263;444;132;65;1622;-;-
Esperantina (PI);18991;4249;1621;521;12586;14;-
Fartura do Piauí (PI);2500;551;195;3;1751;-;-
Flores do Piauí (PI);2147;373;172;123;1479;-;-
Floresta do Piauí (PI);1210;229;104;52;825;-;-
Floriano (PI);30381;6545;4761;1211;17736;128;-
Francinópolis (PI);2677;233;251;135;2058;-;-
Francisco Ayres (PI);2256;384;189;133;1550;-;-
Francisco Macedo (PI);1443;345;72;5;1021;-;-
Francisco Santos (PI);4209;1619;128;26;2432;4;-
Fronteiras (PI);5639;2255;193;154;3034;3;-
Geminiano (PI);2699;898;175;32;1594;-;-
Gilbués (PI);5189;740;503;119;3819;8;-
Guadalupe (PI);5180;1294;458;78;3350;-;-
Guaribas (PI);2185;503;113;112;1457;-;-
Hugo Napoleão (PI);1932;408;83;91;1350;-;-
Ilha Grande (PI);4357;1056;80;43;3176;2;-
Inhuma (PI);7526;1786;592;270;4875;3;-
Ipiranga do Piauí (PI);4732;1339;483;26;2884;-;-
Isaías Coelho (PI);4101;561;561;71;2907;1;-
Itainópolis (PI);5564;1448;235;146;3735;-;-
Itaueira (PI);5293;1043;670;125;3447;8;-
Jacobina do Piauí (PI);2818;1238;166;58;1356;-;-
Jaicós (PI);9235;1414;329;214;7278;-;-
Jardim do Mulato (PI);2127;363;215;13;1536;-;-
Jatobá do Piauí (PI);2233;255;80;14;1884;-;-
Jerumenha (PI);2169;314;380;96;1374;5;-
João Costa (PI);1389;356;53;79;901;-;-
Joaquim Pires (PI);6663;1150;394;455;4663;1;-
Joca Marques (PI);2435;457;189;38;1751;-;-
José de Freitas (PI);18563;2521;1021;312;14708;1;-
Juazeiro do Piauí (PI);2338;571;142;74;1550;1;-
Júlio Borges (PI);2573;205;145;71;2152;-;-
Jurema (PI);2163;583;46;17;1516;1;-
Lagoinha do Piauí (PI);1317;189;96;80;952;-;-
Lagoa Alegre (PI);3884;663;237;130;2854;-;-
Lagoa do Barro do Piauí (PI);2202;469;44;7;1682;-;-
Lagoa de São Francisco (PI);3214;1319;39;17;1838;1;-
Lagoa do Piauí (PI);1873;243;229;7;1394;-;-
Lagoa do Sítio (PI);2387;475;70;2;1840;-;-
Landri Sales (PI);2662;348;441;178;1695;-;-
Luís Correia (PI);13813;4600;446;176;8581;10;-
Luzilândia (PI);12316;2933;631;144;8607;1;-
Madeiro (PI);3772;758;306;99;2609;-;-
Manoel Emídio (PI);2512;530;231;44;1707;-;-
Marcolândia (PI);3945;988;136;62;2757;2;-
Marcos Parente (PI);2237;342;193;51;1649;2;-
Massapê do Piauí (PI);3068;649;220;186;2012;1;-
Matias Olímpio (PI);5207;1121;525;79;3481;1;-
Miguel Alves (PI);15930;2751;1527;421;11225;6;-
Miguel Leão (PI);596;81;34;7;473;1;-
Milton Brandão (PI);3328;1366;101;28;1833;-;-
Monsenhor Gil (PI);5228;746;667;8;3801;6;-
Monsenhor Hipólito (PI);3676;1524;154;25;1972;1;-
Monte Alegre do Piauí (PI);5060;778;408;78;3788;8;-
Morro Cabeça no Tempo (PI);2007;325;41;26;1615;-;-
Morro do Chapéu do Piauí (PI);3176;633;68;67;2407;1;-
Murici dos Portelas (PI);4042;776;390;132;2743;1;-
Nazaré do Piauí (PI);3654;466;587;67;2527;7;-
Nazária (PI);3983;478;558;236;2710;1;-
Nossa Senhora de Nazaré (PI);2225;351;133;42;1699;-;-
Nossa Senhora dos Remédios (PI);4129;607;302;227;2992;1;-
Novo Oriente do Piauí (PI);3264;586;312;6;2360;-;-
Novo Santo Antônio (PI);1588;400;207;84;897;-;-
Oeiras (PI);18599;3295;2691;368;12219;26;-
Olho D'Água do Piauí (PI);1318;234;104;90;890;-;-
Padre Marcos (PI);3428;1170;555;77;1626;-;-
Paes Landim (PI);2011;448;181;17;1365;-;-
Pajeú do Piauí (PI);1619;305;62;67;1185;-;-
Palmeira do Piauí (PI);2422;688;181;38;1512;3;-
Palmeirais (PI);6964;850;1584;272;4255;3;-
Paquetá (PI);2004;630;244;24;1106;-;-
Parnaguá (PI);4817;749;586;179;3302;1;-
Parnaíba (PI);75978;27120;4408;984;43365;101;-
Passagem Franca do Piauí (PI);2230;304;333;171;1422;-;-
Patos do Piauí (PI);3012;747;177;104;1983;1;-
Pau D'Arco do Piauí (PI);1822;273;88;27;1434;-;-
Paulistana (PI);10218;3755;1499;320;4631;13;-
Pavussu (PI);1713;316;57;20;1320;-;-
Pedro II (PI);19053;7811;668;245;10308;21;-
Pedro Laurentino (PI);1156;293;39;18;806;-;-
Nova Santa Rita (PI);2035;582;293;114;1045;1;-
Picos (PI);38353;15025;2533;461;20277;57;-
Pimenteiras (PI);5735;1878;418;35;3404;-;-
Pio IX (PI);8851;2697;471;389;5287;7;-
Piracuruca (PI);13925;3872;427;105;9519;2;-
Piripiri (PI);31696;8298;1640;617;21123;18;-
Porto (PI);5888;950;532;16;4390;-;-
Porto Alegre do Piauí (PI);1235;175;227;58;775;-;-
Prata do Piauí (PI);1534;307;44;22;1161;-;-
Queimada Nova (PI);4273;2356;788;73;972;84;-
Redenção do Gurguéia (PI);4177;716;829;34;2597;1;-
Regeneração (PI);8966;1187;1805;327;5636;11;-
Riacho Frio (PI);2021;407;307;4;1303;-;-
Ribeira do Piauí (PI);2125;287;341;191;1306;-;-
Ribeiro Gonçalves (PI);3334;679;205;83;2365;2;-
Rio Grande do Piauí (PI);3160;691;271;35;2163;-;-
Santa Cruz do Piauí (PI);3054;727;283;2;2042;-;-
Santa Cruz dos Milagres (PI);1910;194;201;61;1454;-;-
Santa Filomena (PI);2879;524;597;14;1741;3;-
Santa Luz (PI);2645;538;269;52;1786;-;-
Santana do Piauí (PI);2518;913;49;2;1554;-;-
Santa Rosa do Piauí (PI);2567;418;425;39;1685;-;-
Santo Antônio de Lisboa (PI);3031;1117;91;20;1800;3;-
Santo Antônio dos Milagres (PI);1036;134;29;46;827;-;-
Santo Inácio do Piauí (PI);1797;358;180;72;1181;6;-
São Braz do Piauí (PI);2073;608;68;44;1353;-;-
São Félix do Piauí (PI);1569;495;113;43;918;-;-
São Francisco de Assis do Piauí (PI);2735;1690;156;80;807;2;-
São Francisco do Piauí (PI);3108;394;399;22;2292;1;-
São Gonçalo do Gurguéia (PI);1361;222;119;12;1008;-;-
São Gonçalo do Piauí (PI);2401;583;455;116;1241;6;-
São João da Canabrava (PI);2257;822;69;11;1355;-;-
São João da Fronteira (PI);2803;593;33;50;2127;-;-
São João da Serra (PI);3145;523;228;75;2319;-;-
São João da Varjota (PI);2367;218;693;67;1389;-;-
São João do Arraial (PI);3641;978;150;55;2458;-;-
São João do Piauí (PI);9964;2259;1534;451;5697;23;-
São José do Divino (PI);2495;690;38;-;1767;-;-
São José do Peixe (PI);1815;264;200;42;1307;2;-
São José do Piauí (PI);3310;1656;254;18;1382;-;-
São Julião (PI);2846;1026;166;57;1597;-;-
São Lourenço do Piauí (PI);2161;577;86;5;1493;-;-
São Luis do Piauí (PI);1299;481;62;31;725;-;-
São Miguel da Baixa Grande (PI);1060;280;88;39;652;1;-
São Miguel do Fidalgo (PI);1430;191;424;9;806;-;-
São Miguel do Tapuio (PI);8915;1944;351;67;6553;-;-
São Pedro do Piauí (PI);6817;1090;840;310;4576;1;-
São Raimundo Nonato (PI);16430;4354;1710;237;10084;44;1
Sebastião Barros (PI);1671;481;216;13;961;-;-
Sebastião Leal (PI);1965;563;135;30;1236;1;-
Sigefredo Pacheco (PI);4647;898;136;43;3570;-;-
Simões (PI);7102;1755;715;394;4238;-;-
Simplício Mendes (PI);5987;1217;603;233;3923;11;-
Socorro do Piauí (PI);2221;337;264;138;1482;-;-
Sussuapara (PI);3130;1452;112;4;1562;-;-
Tamboril do Piauí (PI);1310;198;6;19;1087;-;-
Tanque do Piauí (PI);1344;271;122;1;950;-;-
Teresina (PI);433618;116331;44628;12190;259728;741;-
União (PI);21250;3728;1858;394;15270;-;-
Uruçuí (PI);10240;2524;1156;291;6267;2;-
Valença do Piauí (PI);10749;2382;787;90;7482;8;-
Várzea Branca (PI);2415;561;317;51;1486;-;-
Várzea Grande (PI);2288;532;241;10;1504;1;-
Vera Mendes (PI);1494;412;48;31;1003;-;-
Vila Nova do Piauí (PI);1500;654;52;29;764;1;-
Wall Ferraz (PI);2115;407;126;72;1510;-;-
Abaiara (CE);5286;1532;258;40;3456;-;-
Acarape (CE);7767;1440;234;6;6087;-;-
Acaraú (CE);28449;8460;983;125;18793;88;-
Acopiara (CE);25536;8207;1187;164;15973;5;-
Aiuaba (CE);8086;2155;723;209;4993;6;-
Alcântaras (CE);5457;1276;174;73;3934;-;-
Altaneira (CE);3539;1099;231;47;2162;-;-
Alto Santo (CE);8142;2855;317;212;4757;1;-
Amontada (CE);18876;4832;554;227;13259;4;-
Antonina do Norte (CE);3640;1590;667;29;1354;-;-
Apuiarés (CE);6853;2372;274;137;4070;-;-
Aquiraz (CE);35498;9906;989;723;23713;167;-
Aracati (CE);35012;10657;1593;333;22398;31;-
Aracoiaba (CE);12603;3292;567;245;8496;3;-
Ararendá (CE);5311;1639;171;70;3426;5;-
Araripe (CE);10393;2788;524;204;6869;8;-
Aratuba (CE);5706;1179;393;144;3837;153;-
Arneiroz (CE);3800;1261;152;31;2355;1;-
Assaré (CE);11365;4162;529;66;6603;5;-
Aurora (CE);12342;4284;320;46;7692;-;-
Baixio (CE);2971;969;115;50;1836;1;-
Banabuiú (CE);8578;2718;452;115;5292;1;-
Barbalha (CE);28419;6783;1800;579;19213;42;2
Barreira (CE);9837;1439;126;22;8250;-;-
Barro (CE);10887;3933;368;153;6431;2;-
Barroquinha (CE);7155;1725;410;55;4964;1;-
Baturité (CE);16925;4349;894;57;11621;4;-
Beberibe (CE);24454;7439;672;247;16080;16;-
Bela Cruz (CE);15177;4349;513;70;10241;4;-
Boa Viagem (CE);26158;8675;829;284;16313;57;-
Brejo Santo (CE);23275;7213;876;274;14899;13;-
Camocim (CE);30388;7277;1119;290;21684;18;-
Campos Sales (CE);13800;5393;937;370;7093;7;-
Canindé (CE);37561;9399;1144;585;26410;23;-
Capistrano (CE);8424;1966;460;98;5897;3;-
Caridade (CE);9896;2595;483;77;6738;3;-
Cariré (CE);9205;2838;452;147;5767;1;-
Caririaçu (CE);13581;3767;515;196;9051;52;-
Cariús (CE);9233;4064;428;82;4655;4;-
Carnaubal (CE);8399;3595;256;45;4498;5;-
Cascavel (CE);33255;9227;915;198;22909;6;-
Catarina (CE);9443;3400;636;22;5385;-;-
Catunda (CE);4919;1271;89;30;3529;-;-
Caucaia (CE);165843;47397;7955;2711;106418;1362;-
Cedro (CE);12419;5060;868;165;6321;5;-
Chaval (CE);6421;1541;263;101;4516;-;-
Choró (CE);6267;1221;257;160;4622;7;-
Chorozinho (CE);9315;2788;378;35;6106;8;-
Coreaú (CE);11010;4363;810;227;5609;1;-
Crateús (CE);37303;12448;1325;524;22688;318;-
Crato (CE);63812;20461;4764;782;37742;63;-
Croatá (CE);8741;2053;181;270;6237;-;-
Cruz (CE);11388;3801;509;42;7034;2;-
Deputado Irapuan Pinheiro (CE);4533;1590;123;30;2789;1;-
